Estimated crime in Alabama,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
2006,18089888,129602,1129,6475,,34147,87851,721101,170873,473774,76454,716.4,6.2,35.8,,188.8,485.6,3986.2,944.6,2619,422.6
2007,18251243,131878,1202,6149,,38155,86372,746249,181836,490783,73630,722.6,6.6,33.7,,209.1,473.2,4088.8,996.3,2689,403.4
2008,18328340,126256,1168,5972,,36268,82848,758889,188472,506902,63515,688.9,6.4,32.6,,197.9,452,4140.5,1028.3,2765.7,346.5
2009,18537969,113541,1017,5501,,30911,76112,712010,181884,479867,50259,612.5,5.5,29.7,,166.7,410.6,3840.8,981.1,2588.6,271.1
2010,18838613,101969,987,5373,,26086,69523,669035,169119,458454,41462,541.3,5.2,28.5,,138.5,369,3551.4,897.7,2433.6,220.1
2011,19082262,98198,984,5273,,25622,66319,671200,170171,461408,39621,514.6,5.2,27.6,,134.3,347.5,3517.4,891.8,2418,207.6
2012,19320749,94087,1009,5260,,23889,63929,632988,153563,442095,37330,487,5.2,27.2,,123.6,330.9,3276.2,794.8,2288.2,193.2
2013,19600311,91993,972,4765,6767,23200,61054,607170,138915,433344,34911,469.3,5,24.3,34.5,118.4,311.5,3097.8,708.7,2210.9,178.1
2014,19893297,107521,1149,6051,8563,24914,72895,679446,143220,493647,42579,540.5,5.8,30.4,43,125.2,366.4,3415.5,719.9,2481.5,214
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Georgia,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,8186453,41319,651,1968,,13250,25450,347630,68488,240440,38702,504.7,8,24,,161.9,310.9,4246.4,836.6,2937,472.8
2001,8405677,41671,598,2180,,14402,24491,347872,71799,238484,37589,495.7,7.1,25.9,,171.3,291.4,4138.5,854.2,2837.2,447.2
2002,8544005,39271,606,2108,,13432,23125,346559,73932,234591,38036,459.6,7.1,24.7,,157.2,270.7,4056.2,865.3,2745.7,445.2
2003,8676460,39435,657,2234,,14043,22501,369589,79001,247196,43392,454.5,7.6,25.7,,161.9,259.3,4259.7,910.5,2849,500.1
2004,8918129,40217,613,2387,,13656,23561,376656,82992,249426,44238,451,6.9,26.8,,153.1,264.2,4223.5,930.6,2796.8,496
2005,9132553,40725,564,2143,,14041,23977,378534,84463,249594,44477,446,6.2,23.5,,153.7,262.5,4145,924.9,2733,487
2006,9363941,44754,605,2169,,15511,26469,362712,85140,234445,43127,477.9,6.5,23.2,,165.6,282.7,3873.5,909.2,2503.7,460.6
2007,9544750,46917,720,2198,,17291,26708,371248,90294,238436,42518,491.5,7.5,23,,181.2,279.8,3889.6,946,2498.1,445.5
2008,9685744,47353,640,2334,,17808,26571,387917,100564,247709,39644,488.9,6.6,24.1,,183.9,274.3,4005,1038.3,2557.5,409.3
2009,9829211,42073,566,2323,,14631,24553,360985,98606,229216,33163,428,5.8,23.6,,148.9,249.8,3672.6,1003.2,2332,337.4
2010,9712157,39068,555,2107,,12372,24034,353449,96947,226161,30341,402.3,5.7,21.7,,127.4,247.5,3639.2,998.2,2328.6,312.4
2011,9812460,36762,549,2066,,12266,21881,357235,96014,231543,29678,374.6,5.6,21.1,,125,223,3640.6,978.5,2359.7,302.5
2012,9915646,37675,583,2143,,12502,22447,339473,86992,223875,28606,380,5.9,21.6,,126.1,226.4,3423.6,877.3,2257.8,288.5
2013,9994759,37519,563,2022,2891,12704,21361,339808,83459,229190,27159,375.4,5.6,20.2,28.9,127.1,213.7,3399.9,835,2293.1,271.7
2014,10097343,38097,580,2159,3048,12417,22052,331316,76428,228034,26854,377.3,5.7,21.4,30.2,123,218.4,3281.2,756.9,2258.4,266
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Hawaii,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,1211537,2954,35,346,,1123,1450,60033,10665,43254,6114,243.8,2.9,28.6,,92.7,119.7,4955.1,880.3,3570.2,504.6
2001,1227024,3117,32,409,,1142,1534,62830,11162,44925,6743,254,2.6,33.3,,93.1,125,5120.5,909.7,3661.3,549.5
2002,1240663,3262,24,372,,1210,1656,71976,12722,49344,9910,262.9,1.9,30,,97.5,133.5,5801.4,1025.4,3977.2,798.8
2003,1248755,3400,22,367,,1168,1843,65867,11409,44807,9651,272.3,1.8,29.4,,93.5,147.6,5274.6,913.6,3588.1,772.8
2004,1262124,3213,33,333,,944,1903,60525,10827,41078,8620,254.6,2.6,26.4,,74.8,150.8,4795.5,857.8,3254.7,683
2005,1273278,3253,24,343,,1001,1885,61115,9792,42188,9135,256,1.9,26.9,,78.6,148,4800,769,3313,717
2006,1285498,3608,21,353,,1144,2090,54247,8724,37784,7739,280.7,1.6,27.5,,89,162.6,4219.9,678.6,2939.3,602
2007,1283388,3544,24,377,,1122,2021,52866,9089,37494,6283,276.1,1.9,29.4,,87.4,157.5,4119.3,708.2,2921.5,489.6
2008,1288198,3510,26,363,,1085,2036,45944,9404,31424,5116,272.5,2,28.2,,84.2,158.1,3566.5,730,2439.4,397.1
2009,1295178,3550,23,385,,1030,2112,47516,9244,33415,4857,274.1,1.8,29.7,,79.5,163.1,3668.7,713.7,2580,375
2010,1363359,3603,25,377,,1065,2136,45667,8706,31681,5280,264.3,1.8,27.7,,78.1,156.7,3349.6,638.6,2323.7,387.3
2011,1378129,3465,20,353,,994,2098,43874,8165,31240,4469,251.4,1.5,25.6,,72.1,152.2,3183.6,592.5,2266.8,324.3
2012,1390090,3378,21,279,,1125,1953,43419,7653,31901,3865,243,1.5,20.1,,80.9,140.5,3123.5,550.5,2294.9,278
2013,1408987,3585,32,366,508,934,2111,45266,7777,32928,4561,254.4,2.3,26,36.1,66.3,149.8,3212.7,552,2337,323.7
2014,1419561,3680,26,314,445,1107,2102,43297,7778,31640,3879,259.2,1.8,22.1,31.3,78,148.1,3050,547.9,2228.9,273.3
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Idaho,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,1293953,3267,16,384,,223,2644,37961,7330,28545,2086,252.5,1.2,29.7,,17.2,204.3,2933.7,566.5,2206,161.2
2001,1320585,3211,30,425,,245,2511,38181,7507,28285,2389,243.1,2.3,32.2,,18.6,190.1,2891.2,568.5,2141.9,180.9
2002,1343124,3419,36,497,,240,2646,39128,7441,29060,2627,254.6,2.7,37,,17.9,197,2913.2,554,2163.6,195.6
2003,1367034,3362,26,535,,245,2556,40042,7837,29559,2646,245.9,1.9,39.1,,17.9,187,2929.1,573.3,2162.3,193.6
2004,1395140,3452,31,594,,241,2586,38799,7671,28389,2739,247.4,2.2,42.6,,17.3,185.4,2781,549.8,2034.8,196.3
2005,1429367,3670,35,577,,266,2792,38556,8066,27606,2884,257,2.4,40.4,,18.6,195.3,2697,564.3,1931,202
2006,1466465,3666,35,611,,294,2726,35135,7545,25154,2436,250,2.4,41.7,,20,185.9,2395.9,514.5,1715.3,166.1
2007,1499402,3841,49,607,,243,2942,34124,7131,24727,2266,256.2,3.3,40.5,,16.2,196.2,2275.8,475.6,1649.1,151.1
2008,1523816,3680,23,579,,239,2839,31940,6748,23532,1660,241.5,1.5,38,,15.7,186.3,2096.1,442.8,1544.3,108.9
2009,1545801,3805,24,575,,254,2952,31220,6682,23066,1472,246.2,1.6,37.2,,16.4,191,2019.7,432.3,1492.2,95.2
2010,1571102,3464,22,533,,213,2696,31436,6513,23594,1329,220.5,1.4,33.9,,13.6,171.6,2000.9,414.5,1501.7,84.6
2011,1583744,3202,35,444,,188,2535,32875,6915,24629,1331,202.2,2.2,28,,11.9,160.1,2075.8,436.6,1555.1,84
2012,1595590,3348,30,495,,243,2580,31825,7240,23203,1382,209.8,1.9,31,,15.2,161.7,1994.6,453.8,1454.2,86.6
2013,1612843,3471,29,516,674,220,2548,30230,6693,21999,1538,215.2,1.8,32,41.8,13.6,158,1874.3,415,1364,95.4
2014,1634464,3468,32,468,609,204,2623,30316,6428,22227,1661,212.2,2,28.6,37.3,12.5,160.5,1854.8,393.3,1359.9,101.6
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Illinois,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,12419293,81196,898,3926,,25641,50731,445278,81850,313161,50267,653.8,7.2,31.6,,206.5,408.5,3585.4,659.1,2521.6,404.7
2001,12520227,79270,982,4010,,24931,49347,434648,79158,306757,48733,633.1,7.8,32,,199.1,394.1,3471.6,632.2,2450.1,389.2
2002,12586447,75759,961,4370,,25314,45114,430479,81440,304227,44812,601.9,7.6,34.7,,201.1,358.4,3420.2,647,2417.1,356
2003,12649087,70376,895,4189,,23786,41506,415885,78345,295907,41633,556.4,7.1,33.1,,188,328.1,3287.9,619.4,2339.4,329.1
2004,12712016,69365,780,4220,,22582,41783,403486,76088,287025,40373,545.7,6.1,33.2,,177.6,328.7,3174.1,598.6,2257.9,317.6
2005,12765427,70496,770,4313,,23255,42158,394670,77635,277662,39373,552,6,33.8,,182.2,330.3,3092,608.2,2175,308
2006,12831970,69498,780,4078,,23782,40858,387478,77259,272578,37641,541.6,6.1,31.8,,185.3,318.4,3019.6,602.1,2124.2,293.3
2007,12852548,68528,752,4103,,23100,40573,377322,75524,267911,33887,533.2,5.9,31.9,,179.7,315.7,2935.8,587.6,2084.5,263.7
2008,12901563,67780,790,4118,,24054,38818,378355,78968,266815,32572,525.4,6.1,31.9,,186.4,300.9,2932.6,612.1,2068.1,252.5
2009,12910409,64185,773,3901,,22923,36588,353347,77850,248821,26676,497.2,6,30.2,,177.6,283.4,2736.9,603,1927.3,206.6
2010,12841980,57132,704,3066,,20386,32976,349064,77472,242681,28911,444.9,5.5,23.9,,158.7,256.8,2718.1,603.3,1889.7,225.1
2011,12859752,54523,781,3030,,20217,30495,344468,77719,237362,29387,424,6.1,23.6,,157.2,237.1,2678.7,604.4,1845.8,228.5
2012,12868192,53556,770,3581,,19480,29725,332706,71100,235314,26292,416.2,6,27.8,,151.4,231,2585.5,552.5,1828.6,204.3
2013,12890552,51956,722,3895,5340,17733,28161,296048,59093,216059,20896,403.1,5.6,30.2,41.4,137.6,218.5,2296.6,458.4,1676.1,162.1
2014,12880580,47663,685,3081,4159,15299,27520,267385,50008,199926,17451,370,5.3,23.9,32.3,118.8,213.7,2075.9,388.2,1552.2,135.5
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Indiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,6080485,21230,352,1759,,6282,12837,206905,41108,144707,21090,349.1,5.8,28.9,,103.3,211.1,3402.8,676.1,2379.9,346.8
2001,6126743,22734,413,1716,,7171,13434,211548,42758,147291,21499,371.1,6.7,28,,117,219.3,3452.9,697.9,2404.1,350.9
2002,6156913,22001,362,1843,,6612,13184,208965,42605,146073,20287,357.3,5.9,29.9,,107.4,214.1,3394,692,2372.5,329.5
2003,6199571,21842,338,1720,,6401,13383,208039,41582,145686,20771,352.3,5.5,27.7,,103.2,215.9,3355.7,670.7,2349.9,335
2004,6226537,20294,316,1803,,6373,11802,211929,42168,148670,21091,325.9,5.1,29,,102.4,189.5,3403.6,677.2,2387.7,338.7
2005,6266019,20302,356,1856,,6809,11281,216778,43756,151278,21744,324,5.7,29.6,,108.7,180,3460,698.3,2414,347
2006,6313520,20303,361,1811,,7175,10956,217783,45538,150655,21590,321.6,5.7,28.7,,113.6,173.5,3449.5,721.3,2386.2,342
2007,6345289,21310,350,1738,,7845,11377,213887,46485,147999,19403,335.8,5.5,27.4,,123.6,179.3,3370.8,732.6,2332.4,305.8
2008,6376792,21525,322,1711,,7580,11912,213639,48805,147334,17500,337.6,5,26.8,,118.9,186.8,3350.3,765.4,2310.5,274.4
2009,6423113,21455,312,1621,,7347,12175,199907,48880,137190,13837,334,4.9,25.2,,114.4,189.5,3112.3,761,2135.9,215.4
2010,6490622,20983,268,1760,,6559,12396,199274,48570,137204,13500,323.3,4.1,27.1,,101.1,191,3070.2,748.3,2113.9,208
2011,6516353,21619,306,1758,,6977,12578,206016,50571,140630,14815,331.8,4.7,27,,107.1,193,3161.5,776.1,2158.1,227.4
2012,6537782,22544,307,1661,,6601,13975,197994,47689,136668,13637,344.8,4.7,25.4,,101,213.8,3028.5,729.4,2090.4,208.6
2013,6570713,23627,357,1623,2241,7114,13915,187472,42754,130534,14184,359.6,5.4,24.7,34.1,108.3,211.8,2853.1,650.7,1986.6,215.9
2014,6596855,24099,330,1615,2186,6897,14686,174776,36893,124022,13861,365.3,5,24.5,33.1,104.5,222.6,2649.4,559.3,1880,210.1
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Iowa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,2926324,7796,46,676,,1071,6003,86834,16342,65118,5374,266.4,1.6,23.1,,36.6,205.1,2967.3,558.4,2225.2,183.6
2001,2931967,7865,50,649,,1154,6012,88634,16885,66244,5505,268.2,1.7,22.1,,39.4,205.1,3023,575.9,2259.4,187.8
2002,2935840,8388,44,797,,1169,6378,92877,18643,68411,5823,285.7,1.5,27.1,,39.8,217.2,3163.6,635,2330.2,198.3
2003,2941976,8175,50,796,,1131,6198,87554,17515,64400,5639,277.9,1.7,27.1,,38.4,210.7,2976,595.3,2189,191.7
2004,2952904,8499,44,782,,1160,6513,85775,17928,62214,5633,287.8,1.5,26.5,,39.3,220.6,2904.8,607.1,2106.9,190.8
2005,2965524,8697,40,847,,1153,6657,84370,18147,60723,5500,293,1.3,28.6,,38.9,224.5,2845,611.9,2048,186
2006,2982085,8521,55,871,,1309,6286,84202,18160,60998,5044,285.7,1.8,29.2,,43.9,210.8,2823.6,609,2045.5,169.1
2007,2988046,8970,39,970,,1328,6633,79133,17176,57018,4939,300.2,1.3,32.5,,44.4,222,2648.3,574.8,1908.2,165.3
2008,3002555,8651,77,937,,1249,6388,73273,16598,52299,4376,288.1,2.6,31.2,,41.6,212.8,2440.4,552.8,1741.8,145.7
2009,3007856,8485,38,890,,1201,6356,70080,16419,49757,3904,282.1,1.3,29.6,,39.9,211.3,2329.9,545.9,1654.2,129.8
2010,3050202,8191,38,883,,1012,6258,68740,16746,48194,3800,268.5,1.2,28.9,,33.2,205.2,2253.6,549,1580,124.6
2011,3064097,7883,44,866,,824,6149,72043,17573,50472,3998,257.3,1.4,28.3,,26.9,200.7,2351.2,573.5,1647.2,130.5
2012,3075039,8167,49,901,,962,6255,70357,17201,49116,4040,265.6,1.6,29.3,,31.3,203.4,2288,559.4,1597.2,131.4
2013,3092341,8443,41,873,1133,937,6332,67976,15918,47803,4255,273,1.3,28.2,36.6,30.3,204.8,2198.2,514.8,1545.9,137.6
2014,3107126,8497,60,828,1128,1045,6264,65056,14428,46477,4151,273.5,1.9,26.6,36.3,33.6,201.6,2093.8,464.4,1495.8,133.6
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Kansas,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,2688418,10470,169,1022,,2048,7231,108057,21484,80077,6496,389.4,6.3,38,,76.2,269,4019.4,799.1,2978.6,241.6
2001,2702125,10909,92,945,,2423,7449,105537,20514,77038,7985,403.7,3.4,35,,89.7,275.7,3905.7,759.2,2851,295.5
2002,2711769,10229,78,1035,,2165,6951,100768,19679,73877,7212,377.2,2.9,38.2,,79.8,256.3,3716,725.7,2724.3,266
2003,2724786,10831,125,1085,,2247,7374,109276,21973,79471,7832,397.5,4.6,39.8,,82.5,270.6,4010.4,806.4,2916.6,287.4
2004,2733697,10330,122,1142,,1812,7254,109771,20146,81115,8510,377.9,4.5,41.8,,66.3,265.4,4015.5,737,2967.2,311.3
2005,2748172,10701,101,1098,,1795,7707,104588,19028,76222,9338,389,3.7,40,,65.3,280.4,3806,692.4,2774,340
2006,2764075,11960,125,1279,,1878,8678,104260,20086,75450,8724,432.7,4.5,46.3,,67.9,314,3772,726.7,2729.7,315.6
2007,2775997,12730,106,1287,,2022,9315,102961,20461,73900,8600,458.6,3.8,46.4,,72.8,335.6,3709,737.1,2662.1,309.8
2008,2802134,11554,113,1226,,1681,8534,94882,19651,67826,7405,412.3,4,43.8,,60,304.6,3386.1,701.3,2420.5,264.3
2009,2818747,11460,125,1179,,1786,8370,90930,19473,65499,5958,406.6,4.4,41.8,,63.4,296.9,3225.9,690.8,2323.7,211.4
2010,2859143,10602,97,1146,,1538,7821,89109,19315,63774,6020,370.8,3.4,40.1,,53.8,273.5,3116.6,675.6,2230.5,210.6
2011,2870386,10209,111,1122,,1448,7528,88655,18712,63259,6684,355.7,3.9,39.1,,50.4,262.3,3088.6,651.9,2203.8,232.9
2012,2885398,10292,85,1105,,1493,7609,91066,18874,65413,6779,356.7,2.9,38.3,,51.7,263.7,3156.1,654.1,2267,234.9
2013,2895801,9928,117,1003,1295,1339,7177,85704,17476,61557,6671,342.8,4,34.6,44.7,46.2,247.8,2959.6,603.5,2125.7,230.4
2014,2904021,10123,91,1075,1411,1362,7259,79431,15828,56697,6906,348.6,3.1,37,48.6,46.9,250,2735.2,545,1952.4,237.8
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Kentucky,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,4041769,11903,193,1091,,3256,7363,107723,25308,73141,9274,294.5,4.8,27,,80.6,182.2,2665.2,626.2,1809.6,229.5
2001,4068816,10510,181,1051,,3269,6009,107356,26964,71448,8944,258.3,4.4,25.8,,80.3,147.7,2638.5,662.7,1756,219.8
2002,4089822,11101,191,1087,,3131,6692,108590,26891,72378,9321,271.4,4.7,26.6,,76.6,163.6,2655.1,657.5,1769.7,227.9
2003,4118189,10232,181,1124,,3224,5703,103370,26034,69083,8253,248.5,4.4,27.3,,78.3,138.5,2510.1,632.2,1677.5,200.4
2004,4141835,10152,236,1238,,3268,5410,105209,25902,70535,8772,245.1,5.7,29.9,,78.9,130.6,2540.2,625.4,1703,211.8
2005,4172608,11134,190,1421,,3690,5833,105608,26458,70354,8796,267,4.6,34.1,,88.4,139.8,2531,634.1,1686,211
2006,4206074,11361,173,1312,,3850,6026,109428,27867,72197,9364,270.1,4.1,31.2,,91.5,143.3,2601.7,662.5,1716.5,222.6
2007,4241474,12329,206,1365,,4068,6690,107987,27820,71489,8678,290.7,4.9,32.2,,95.9,157.7,2546,655.9,1685.5,204.6
2008,4269245,12690,201,1457,,4080,6952,114492,29556,77279,7657,297.2,4.7,34.1,,95.6,162.8,2681.8,692.3,1810.1,179.4
2009,4314113,11000,184,1531,,3642,5643,108914,29880,72938,6096,255,4.3,35.5,,84.4,130.8,2524.6,692.6,1690.7,141.3
2010,4347223,10604,188,1438,,3748,5230,111170,30443,74488,6239,243.9,4.3,33.1,,86.2,120.3,2557.3,700.3,1713.5,143.5
2011,4366814,10465,151,1499,,3705,5110,119037,32750,79586,6701,239.6,3.5,34.3,,84.8,117,2725.9,750,1822.5,153.5
2012,4379730,9852,201,1312,,3547,4792,112800,29877,76199,6724,224.9,4.6,30,,81,109.4,2575.5,682.2,1739.8,153.5
2013,4399583,9280,172,951,1646,3247,4215,104448,26331,72048,6069,210.9,3.9,21.6,37.4,73.8,95.8,2374,598.5,1637.6,137.9
2014,4413457,9340,160,883,1440,3336,4404,99166,23244,69604,6318,211.6,3.6,20,32.6,75.6,99.8,2246.9,526.7,1577.1,143.2
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Louisiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
2000,4468976,30440,560,1497,,7532,20851,211904,46289,144345,21270,681.1,12.5,33.5,,168.5,466.6,4741.7,1035.8,3229.9,475.9
2001,4470368,30678,501,1403,,7864,20910,207693,46451,139555,21687,686.3,11.2,31.4,,175.9,467.7,4646,1039.1,3121.8,485.1
2002,4476192,29690,593,1529,,7123,20445,198838,45350,133302,20186,663.3,13.2,34.2,,159.1,456.7,4442.1,1013.1,2978,451
2003,4493665,28622,584,1601,,7008,19429,193698,44572,129471,19655,636.9,13,35.6,,156,432.4,4310.5,991.9,2881.2,437.4
2004,4506685,28844,574,1616,,6564,20090,199153,45359,134080,19714,640,12.7,35.9,,145.7,445.8,4419.1,1006.5,2975.1,437.4
2005,4507331,26889,450,1421,,5337,19681,166611,39382,112840,14389,597,10,31.5,,118.4,436.6,3696,873.7,2504,319
2006,4287768,30923,555,1587,,5928,22853,174975,46703,112605,15667,721.2,12.9,37,,138.3,533,4080.8,1089.2,2626.2,365.4
2007,4293204,31789,625,1427,,6316,23421,180516,46932,118291,15293,740.4,14.6,33.2,,147.1,545.5,4204.7,1093.2,2755.3,356.2
2008,4410796,29613,544,1250,,6241,21578,171179,45524,112091,13564,671.4,12.3,28.3,,141.5,489.2,3880.9,1032.1,2541.3,307.5
2009,4492076,28878,529,1351,,6150,20848,172619,46928,114102,11589,642.9,11.8,30.1,,136.9,464.1,3842.7,1044.7,2540.1,258
2010,4545343,25241,500,1230,,5297,18214,165667,45437,110260,9970,555.3,11,27.1,,116.5,400.7,3644.8,999.6,2425.8,219.3
2011,4574766,25373,506,1262,,5235,18370,168529,46242,113174,9113,554.6,11.1,27.6,,114.4,401.6,3683.9,1010.8,2473.9,199.2
2012,4602134,22839,489,1155,,5458,15737,162673,42037,112764,7872,496.3,10.6,25.1,,118.6,342,3534.7,913.4,2450.3,171.1
2013,4629284,24127,494,1248,1763,5539,16331,165679,41214,115300,9165,521.2,10.7,27,38.1,119.7,352.8,3578.9,890.3,2490.7,198
2014,4649676,23934,477,992,1375,5695,16387,160824,38337,112596,9891,514.7,10.3,21.3,29.6,122.5,352.4,3458.8,824.5,2421.6,212.7
,,,,,,,,,,,,,,,,,,,,,
Estimated crime in Maine,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,,,,,,,,,,,
